article_id,Date,Headline,Snippet,Article_Sentiment_Score,Number_of_Sentiment_Words,Average_Article_Sentiment
302,2025-06-29T07:38:53Z,Enterprise Bank & Trust Co Has $15.48 Million Stake in Apple Inc. (NASDAQ:AAPL),"Enterprise Bank &amp; Trust Co boosted its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.7% in the first quarter, according to the company in its most recent 13F filing with the Securities â€¦ [+6838 chars]",3,3,1
303,2025-06-29T05:58:51Z,Head-To-Head Survey: Lenovo Group (OTCMKTS:LNVGY) versus Apple (NASDAQ:AAPL),"Lenovo Group (OTCMKTS:LNVGY â€“ Get Free Report) and Apple (NASDAQ:AAPL â€“ Get Free Report) are both large-cap computer and technology companies, but which is the better business? We will contrast the tâ€¦ [+6441 chars]",2,2,1
304,2025-06-29T18:40:01Z,Apple still has two unannounced features for iOS 26,"Apple held its WWDC25 event this month to unveil a slew of AI features and its new design for operating systems, known as Liquid Glass. While iOS 26 currently has no shortage of features, the iPhone â€¦ [+1721 chars]",-1,1,-1
306,2025-06-29T23:10:27Z,"Kuo expects Apple to mass produce a Vision Pro with M5 in Q3 2025, a Vision Air in Q3 2027, a Vision Pro with a new design and XR glasses in H2 2028, and more","{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia insiders sell $1 billion in stock? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Senate's megabâ€¦ [+714 chars]",-2,2,-1
307,2025-06-29T23:10:03Z,Apple Supplier Lens Tech Seeks Up to $606 Million in HK Listing,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia insiders sell $1 billion in stock? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Senate's megabâ€¦ [+754 chars]",-2,2,-1
308,2025-06-29T17:31:03Z,"Apple Inc. (AAPL): I Will Support It Until It Loses To Samsung, Says Jim Cramer","Apple Inc. (NASDAQ:AAPL) is one of the Jim Cramer Warns Viewers About FOMO &amp; Discusses These 19 Stocks.
Apple Inc. (AAPL): I Will Support It Until It Loses To Samsung, Says Jim Cramer
A wide viâ€¦ [+1545 chars]",0,4,0
309,2025-06-29T16:35:37Z,"With â€˜F1â€™, Apple finally has a theatrical hit","Looks like Apple has its first bona fide box office hit.
The company has already produced critically-acclaimed and award-winning films for Apple TV+. In fact, while Netflix has reportedly spent millâ€¦ [+2133 chars]",3,3,1
310,2025-06-29T21:34:23Z,Show HN: Manage Apple (Search) Ads From Your Phone,"Manage Apple Search Ads Like a Pro
Were committed to delivering frequent improvements. We listen to user feedback and release updates at least once a week to make the app better, faster, and more poâ€¦ [+2103 chars]",2,2,1
311,2025-06-29T16:25:47Z,Today in Apple history: Fans line up to get their hands on the very first iPhones,"June 29, 2007: The first iPhone launch date arrives, giving excited Apple fans lined up outside stores their first chance at owning the game-changing smartphone. The queues that greet the device arouâ€¦ [+5067 chars]",3,3,1
312,2025-06-29T14:43:41Z,F1 The Movie iPhone wallpaper pack,"Like an F1 car around the track, Apple made a lot of noise around its theater-released movie. Tim Cook called F1 The Movie the most visceral racing film ever made. Weâ€™re celebrating Apples triumph onâ€¦ [+1604 chars]",0,2,0
313,2025-06-29T09:00:00Z,My Favorite Lesser-Known iOS 18.5 Features You Should Use Now,"At Apple'sÂ Worldwide Developers Conference, the tech giant announced all of the new features for its next iPhone operating system -- iOS 26 (yes, iOS 26, not iOS 19). The next version of iOS will addâ€¦ [+13588 chars]",1,1,1
314,2025-06-30T07:02:54Z,Apple Inc. (NASDAQ:AAPL) Shares Acquired by RFG Advisory LLC,"RFG Advisory LLC raised its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 13.9% in the first quarter, according to its most recent 13F filing with the Securities &amp; Exchange Commâ€¦ [+6934 chars]",1,1,1
315,2025-06-30T07:02:53Z,"HBW Advisory Services LLC Sells 4,545 Shares of Apple Inc. (NASDAQ:AAPL)","HBW Advisory Services LLC decreased its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 10.8% in the first quarter, according to the company in its most recent 13F filing with the Securities anâ€¦ [+6805 chars]",1,1,1
317,2025-06-30T07:02:49Z,"Lbmc Investment Advisors LLC Purchases 3,120 Shares of Apple Inc. (NASDAQ:AAPL)","Lbmc Investment Advisors LLC lifted its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 5.1% during the 1st quarter, HoldingsChannel reports. The firm owned 64,765 shares of the iPhonâ€¦ [+6797 chars]",1,1,1
318,2025-06-30T15:22:59Z,Apple reportedly working on a cheaper MacBook with iPhone chip â€” analyst says to expect A18 Pro in a 13-inch laptop,"Apple is reportedly working on a new, cheaper MacBook using a chip originally designed for the iPhone. Supply chain analyst Ming-Chi Kuo posted on X that the company is planning a new 13-inch laptop â€¦ [+2289 chars]",2,2,1
320,2025-06-30T18:42:35Z,"Analyst Says Apple Has Big Vision Pro Plans For 2027, Including Smart Glasses","Apple will release multiple head-mounted AR and VR products in 2027, with an upgraded Vision Pro headsetÂ dropping later this year, according to a report from respected analyst Ming-Chi Kuo of KGI Secâ€¦ [+2222 chars]",2,2,1
321,2025-06-30T07:02:50Z,"Selway Asset Management Sells 10,237 Shares of Apple Inc. (NASDAQ:AAPL)","Selway Asset Management lowered its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 8.8% during the first quarter, Holdings Channel reports. The institutional investor owned 106,429 sâ€¦ [+6161 chars]",1,1,1
322,2025-06-30T07:02:50Z,Merit Financial Group LLC Grows Stock Position in Apple Inc. (NASDAQ:AAPL),"Merit Financial Group LLC grew its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 9.4% during the first quarter, according to the company in its most recent 13F filing with the Securâ€¦ [+6665 chars]",3,3,1
323,2025-06-30T07:02:49Z,"Marquette Asset Management LLC Has $853,000 Stock Holdings in Apple Inc. (NASDAQ:AAPL)","Marquette Asset Management LLC lessened its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 8.1% during the 1st quarter, according to the company in its most recent Form 13F filing with â€¦ [+6894 chars]",1,1,1
325,2025-06-30T07:02:49Z,"Affiance Financial LLC Sells 4,583 Shares of Apple Inc. (NASDAQ:AAPL)","Affiance Financial LLC lowered its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 8.9% in the 1st quarter, according to its most recent disclosure with the Securities and Exchange Coâ€¦ [+6143 chars]",1,1,1
326,2025-06-30T08:24:02Z,Kuo shares detailed roadmap for Appleâ€™s smart glasses and next Vision headsets,Noted Apple analyst Ming-Chi Kuo published a new roadmap forecast for Apples Vision headsets and upcoming smart glasses. Apple is apparently going all-out on the smart glasses front with no less thanâ€¦ [+2067 chars],3,3,1
327,2025-06-30T07:02:50Z,Apple Inc. (NASDAQ:AAPL) Stock Position Lowered by Chickasaw Capital Management LLC,"Chickasaw Capital Management LLC lessened its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.3% in the 1st quarter, according to the company in its most recent filing with the SEC. The instiâ€¦ [+6207 chars]",1,1,1
328,2025-06-30T18:45:17Z,Analyst Claims A Cheaper MacBook Will Be Powered By An iPhone Chip,"Rumors of a new, budget MacBook have again surfaced, this time with one analyst claiming that Apple will launch a machine that is cheaper than the $999 MacBook Air and be powered by a chip found in tâ€¦ [+1291 chars]",1,3,0.3333333333333333
329,2025-06-30T15:20:00Z,"Apple Plans First Sub-$999 MacBook Using iPhone Chip, Analyst Says","Apple plans to release a cheaper MacBook powered by the A18 Pro chip used in the iPhone 16 Pro line, according to analyst Ming-Chi Kuo. The laptop will be priced below $999 -- first time for a MacBooâ€¦ [+513 chars]",1,1,1
331,2025-06-30T14:49:39Z,Apple Reportedly Has Numerous XR Headsets & Glasses Coming Between Now & 2028,"Independent tech analyst Ming-Chi Kuo reports that Appleâ€™s XR and smart glasses roadmap will feature multiple XR devices, including a spec-bumped Vision Pro slated to release later this year. At the â€¦ [+3163 chars]",0,2,0
332,2025-06-30T07:44:50Z,Kwmg LLC Boosts Stake in Apple Inc. (NASDAQ:AAPL),"Kwmg LLC lifted its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.4% in the 1st quarter, HoldingsChannel reports. The firm owned 25,023 shares of the iPhone makerâ€™s stock after acquiring an adâ€¦ [+6682 chars]",1,1,1
333,2025-06-30T20:00:14Z,The F1 Movieâ€™s Success May Be Helping Apple Stock. But Here Are the Bigger Winners,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why is Home Depot acquiring GMS for $4.3 billion? { window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump'â€¦ [+718 chars]",1,5,0.2
334,2025-06-30T18:00:00Z,"Apple could launch a cut-price MacBook powered by an iPhone chip, new report claims â€“ hereâ€™s why that would be a massive hit","Appleâ€™s MacBook range offers some of the best laptops money can buy, and thereâ€™s no doubt that theyâ€™re premium offerings across the board. That focus on high-end quality means they donâ€™t come cheap, â€¦ [+4929 chars]",-2,2,-1
335,2025-06-30T05:00:09Z,iPhone 17: 7 Leaks That Will Make You Instantly Upgrade,"The iPhone 17 series introduces a range of advancements that aim to elevate the smartphone experience. With improvements spanning performance, design, and functionality, Apples latest lineup is set tâ€¦ [+5744 chars]",2,4,0.5
336,2025-06-30T19:27:04Z,"A US judge denies Apple's motion to dismiss the DOJ antitrust lawsuit, filed in March 2024, accusing Apple of unlawfully dominating the US smartphone market","{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Palantir stock rise today? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Trumps tax bill impact clean â€¦ [+748 chars]",-4,6,-0.6666666666666666
337,2025-06-30T07:44:52Z,Apple Inc. (NASDAQ:AAPL) is Smith Anglin Financial LLCâ€™s 9th Largest Position,"Smith Anglin Financial LLC grew its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.7% in the 1st quarter, Holdings Channel.com reports. The institutional investor owned 108,875 shares of theâ€¦ [+6129 chars]",1,1,1
338,2025-06-30T07:02:53Z,Planned Solutions Inc. Lowers Position in Apple Inc. (NASDAQ:AAPL),"Planned Solutions Inc. cut its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 31.6% during the 1st quarter, according to its most recent Form 13F filing with the SEC. The institutional â€¦ [+6982 chars]",1,1,1
339,2025-06-30T23:57:23Z,Report: Apple Considering Powering SiriÂ With Third-Party AI Models,"Apple
 isÂ reportedly considering using artificial intelligence models fromÂ Anthropic
 orÂ OpenAI
, rather than its own in-house models, to powerÂ a new version of its voice assistantÂ Siri
.The compâ€¦ [+1938 chars]",1,1,1
340,2025-06-30T22:58:05Z,Apple reportedly considering using tech from OpenAI or Anthropic as it falls behind in AI race,"Apple Inc. is reportedly considering using artificial intelligence technology from OpenAI or Anthropic PBC to power its digital assistant Siri, as the company, once at the bleeding edge of technologyâ€¦ [+3723 chars]",-1,3,-0.3333333333333333
341,2025-06-30T20:41:12Z,Apple mulls using OpenAI or Anthropic to power Siri in big reversal: report,"AppleÂ is weighing using artificial intelligence technology from Anthropic or OpenAI to power a new version of Siri, instead of its own in-house models, Bloomberg News reported Monday.
The iPhone makâ€¦ [+1574 chars]",1,1,1
342,2025-06-30T20:17:21Z,Apple fails to dismiss DOJâ€™s antitrust lawsuit over iPhone dominance,"Apples attempt to shut down the U.S. governments antitrust case over its alleged smartphone monopoly has just hit a wall. Heres the latest.
As reported by Reuters, U.S. District Judge Julien Neals iâ€¦ [+2698 chars]",-1,1,-1
343,2025-06-30T19:01:50Z,"Apple weighs using Anthropic or OpenAI to power Siri in major reversal, Bloomberg News reports","Apple is weighing using artificial intelligence technology fromÂ Anthropic or OpenAI to power a new version of Siri, instead of its own in-house models, Bloomberg News reported on Monday. 
The iPhoneâ€¦ [+1351 chars]",1,1,1
344,2025-07-01T10:32:32Z,Apple (AAPL) Hit With â€˜Sellâ€™ Rating Ahead of Earnings Report,"Apple Inc. (NASDAQ:AAPL) is one of theÂ 10 AI Stocks Making Waves on Wall Street.Â On June 30, MoffettNathanson reiterated the stock as Sell as the firm braces for a difficult earnings report for Appleâ€¦ [+1422 chars]",-1,1,-1
345,2025-07-01T14:50:27Z,Apple stock surges despite analystsâ€™ concerns over AI strategy shift,"Investing.com -- Apple (NASDAQ:AAPL) stock rose 2% Tuesday, extending Mondays gains, following reports that the tech giant is considering using external AI technology to power its Siri voice assistanâ€¦ [+1604 chars]",0,2,0
346,2025-07-01T04:11:11Z,"Apple Investors Have Shockingly Low AI Expectations, Says Gene Munster â€” Siri Upgrade Rumors Alone Fueled A 2% Stock Jump","Apple Inc.'s (NASDAQ:AAPL) stock bump on Monday shows just how eagerly investors are waiting for signs that the company is serious about artificial intelligence, according to Deepwater Asset Managemeâ€¦ [+141 chars]",-1,5,-0.2
347,2025-07-01T07:16:54Z,DBK Financial Counsel LLC Sells 57 Shares of Apple Inc. (NASDAQ:AAPL),"DBK Financial Counsel LLC cut its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.0% in the 1st quarter, HoldingsChannel.com reports. The firm owned 5,488 shares of the iPhone makerâ€™s stock aâ€¦ [+6878 chars]",1,1,1
348,2025-07-01T07:16:56Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by AEGON ASSET MANAGEMENT UK Plc,"AEGON ASSET MANAGEMENT UK Plc decreased its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 4.9% during the first quarter, HoldingsChannel reports. The institutional investor owned 1,â€¦ [+6748 chars]",1,1,1
349,2025-07-01T08:40:55Z,"Apple Hospitality REIT, Inc. (NYSE:APLE) Shares Bought by Illinois Municipal Retirement Fund","Illinois Municipal Retirement Fund grew its holdings in Apple Hospitality REIT, Inc. (NYSE:APLE â€“ Free Report) by 3.0% in the 1st quarter, according to its most recent 13F filing with the Securities â€¦ [+5430 chars]",1,1,1
350,2025-07-01T07:16:56Z,"CGN Advisors LLC Sells 15,941 Shares of Apple Inc. (NASDAQ:AAPL)","CGN Advisors LLC lowered its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 24.9% in the 1st quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (â€¦ [+6300 chars]",1,1,1
351,2025-07-01T07:16:52Z,Legacy Financial Group LLC Lowers Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Legacy Financial Group LLC reduced its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 4.3% in the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exâ€¦ [+6064 chars]",1,1,1
352,2025-07-01T13:34:00Z,Why out-of-favor Apple holds the key to tech stocks in the coming weeks,"Apple shares could be reaching a turning point, with big implications for tech, says Fundstrats Mark Newton. - josh edelson/Agence France-Presse/Getty Images
Following two straight record-busting seâ€¦ [+7397 chars]",1,1,1
353,2025-07-01T13:16:14Z,Is Apple Stock 'Dead Money' in July 2025? Watch This AAPL Options Indicator Now,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Meta stock hit a record high recently? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Trumps tax bill iâ€¦ [+761 chars]",-3,3,-1
354,2025-07-01T13:04:29Z,Is Apple Stock 'Dead Money' in July 2025? Watch This AAPL Options Indicator Now.,"Apple watch on wrist by fancycrave1 via Pixabay
Apple (AAPL) has been the odd one out in 2025.
While stocks like Nvidia (NVDA) and Meta (META) have led the AI-fueled rally, Apple has lagged tradingâ€¦ [+2795 chars]",-2,4,-0.5
355,2025-07-01T07:16:54Z,Apple Inc. (NASDAQ:AAPL) is First Financial Corp INâ€™s 6th Largest Position,"First Financial Corp IN boosted its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.5% in the first quarter, Holdings Channel.com reports. The firm owned 21,194 shares of the iPhoneâ€¦ [+6671 chars]",1,1,1
356,2025-07-01T23:47:50Z,Apple Stock Hits 6-Week High After Lagging Big Tech Peers in Q2â€”Watch These Key Levels,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use â€¦ [+714 chars]",-1,1,-1
357,2025-07-01T20:50:37Z,The biggest iPhone 17 mystery left could swing a lot of upgrade decisions,"Apples iPhone 17 lineup will be unveiled just two months from now, and while mostfeatures of the new models have already leaked, theres at least one big question mark that could swing a lot of upgradâ€¦ [+1894 chars]",-1,1,-1
359,2025-07-01T18:00:58Z,Apple May Launch Budget MacBook With iPhone SoC And 13-Inch Display,"Apple may be preparing to launch a more affordable MacBook model aimed at budget-conscious consumers, according to a report by analyst Ming-Chi Kuo. The device is expected to arrive by the end of theâ€¦ [+2429 chars]",1,1,1
360,2025-07-01T07:16:56Z,Apple Inc. (NASDAQ:AAPL) is Romano Brothers AND Companyâ€™s 2nd Largest Position,"Romano Brothers AND Company decreased its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.2% in the first quarter, HoldingsChannel.com reports. The institutional investor owned 107,015 shares ofâ€¦ [+6131 chars]",1,1,1
361,2025-07-01T07:16:56Z,Heritage Family Offices LLP Has $4.10 Million Stake in Apple Inc. (NASDAQ:AAPL),"Heritage Family Offices LLP boosted its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 5.2% during the first quarter, according to its most recent 13F filing with the Securities and â€¦ [+6866 chars]",1,1,1
362,2025-07-01T07:16:54Z,Amplius Wealth Advisors LLC Has $13.19 Million Position in Apple Inc. (NASDAQ:AAPL),"Amplius Wealth Advisors LLC cut its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.6% during the first quarter, Holdings Channel.com reports. The fund owned 59,388 shares of the iPhone makerâ€¦ [+6080 chars]",1,1,1
363,2025-07-01T07:16:53Z,Bridge Creek Capital Management LLC Has $12.92 Million Position in Apple Inc. (NASDAQ:AAPL),"Bridge Creek Capital Management LLC trimmed its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.3% in the first quarter, Holdings Channel.com reports. The fund owned 58,158 shares of the iPhoâ€¦ [+6706 chars]",1,1,1
364,2025-07-01T16:33:12Z,"Apple imported a lot of Macs in Q1, but don't believe marketshare increase claims yet","New shipment estimates by supply chain analysts suggest that Apple may have gained computing marketshare in the first quarter of 2025, but the report ignores that shipments aren't sales, and Apple stâ€¦ [+3648 chars]",1,1,1
365,2025-07-01T19:21:31Z,Apple hit with $110M damages after losing 3G wireless patents lawsuit,"Apple has failed to convince a jury that it didn't infringe on 3G wireless patents with cellular chips in its iPhone, with it now having to pay TOT Power Control over $110 million. 
The jury decisioâ€¦ [+2376 chars]",-4,4,-1
367,2025-07-01T15:20:55Z,"If your gaming tablet is done for, this $100 off iPad Mini deal is the solution","As an Amazon Associate, we earn from qualifying purchases and other affiliate schemes. Learn more.
Given the massive popularity of Apple tablets, it's rare that we see significant discounts on the dâ€¦ [+2200 chars]",1,1,1
368,2025-07-01T04:15:57Z,Apple may launch low-cost MacBook with A18 chip in 2026,"Apple might finally be working on a cheaper MacBook. According to analyst Ming-Chi Kuo, the company is preparing a new entry-level model powered by its A18 Pro chip. Thats the same chip used in the iâ€¦ [+1705 chars]",1,1,1
369,2025-07-01T02:16:26Z,Apple weighs using Anthropic or OpenAI to power Siri in major reversal: Bloomberg News,"AppleÂ is weighingÂ usingÂ artificial intelligence technology fromÂ AnthropicÂ orÂ OpenAIÂ toÂ powerÂ a new version ofÂ Siri, instead of its own in-house models, Bloomberg News reported on Monday.
Shares of tâ€¦ [+1592 chars]",1,1,1
370,2025-07-01T07:48:49Z,Watershed Private Wealth LLC Has $3.59 Million Stake in Apple Inc. (NASDAQ:AAPL),"Watershed Private Wealth LLC trimmed its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.5% during the first quarter, according to its most recent disclosure with the Securities and Exchange Comâ€¦ [+6901 chars]",1,1,1
371,2025-07-01T23:37:29Z,Apple Sues Ex-Engineer Over Alleged Theft Of Vision Pro Secrets As Snap Prepares AR Glasses Launch,"Apple, Inc. (NASDAQ:AAPL) filed a lawsuit in California last week, accusing former senior design engineer Di Liu of stealing confidential company information before leaving to work at Snap Inc. (NYSEâ€¦ [+145 chars]",-3,3,-1
372,2025-07-01T19:29:19Z,Apple Intelligence with less â€˜Appleâ€™? Why that might be the exact right move,"Apples well documented struggles to upgrade Siri with AI might have an unexpected fix. Per Mark Gurman, Apple is considering powering its revamped Siri with third-party AI models from Anthropic or Opâ€¦ [+2958 chars]",-1,3,-0.3333333333333333
373,2025-07-01T18:22:15Z,"Apple Accuses Ex-Engineer Of Stealing Vision Pro Secrets, Silently Accepting Job At Snap Inc., And Covering His Tracks By Wiping Data From Work Laptop","Apple's Vision Pro took over the AR/VR space for the immersive experience offered, with many jumping in to replicate the features and the outlook but till now the headset remains unbeaten. With the câ€¦ [+2952 chars]",-2,2,-1
375,2025-07-02T14:02:34Z,Jefferies upgrades Apple on potential for earnings beat,"Edison Lee, a Jefferies analyst, upgraded Apple stock to Hold from Underperform in a research note released on Tuesday, pointing to the possibility that the next earnings report could exceed expectatâ€¦ [+988 chars]",2,2,1
376,2025-07-02T14:58:05Z,Apple Stock Analyst Calls Bottom But Still Cautious,"The worst is likely over for now for Apple stock, a Wall Street analyst says. However, long-term risks remain, he said.The post Apple Stock Analyst Calls Bottom But Still Cautious appeared first on Iâ€¦ [+84 chars]",-2,2,-1
377,2025-07-02T13:51:36Z,"Apple upgraded, Adobe downgraded: Wall Street's top analyst calls","The most talked about and market moving research calls around Wall Street are now in one place. Here are today's research calls that investors need to know, as compiled by The Fly.<li>Jefferies upgraâ€¦ [+3524 chars]",2,2,1
378,2025-07-02T10:53:51Z,Apple Stock Gets an Upgrade. That Doesnâ€™t Mean Itâ€™s Time to Buy,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trumps megabill face a tight Senate vote? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Teslas stock impâ€¦ [+728 chars]",-2,2,-1
379,2025-07-02T09:00:51Z,Apple Inc. (NASDAQ:AAPL) Shares Bought by Firethorn Wealth Partners LLC,"Firethorn Wealth Partners LLC lifted its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 4.0% in the first quarter, Holdings Channel.com reports. The fund owned 26,615 shares of the iPhoâ€¦ [+6846 chars]",1,1,1
380,2025-07-02T09:00:50Z,Apple Inc. (NASDAQ:AAPL) Shares Purchased by Benin Management CORP,"Benin Management CORP lifted its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.7% in the first quarter, HoldingsChannel reports. The fund owned 129,689 shares of the iPhone makerâ€™â€¦ [+6762 chars]",1,1,1
381,2025-07-02T20:31:25Z,"S&P 500, Nasdaq close up on Vietnam trade deal; Apple, Tesla and other tech stocks rise","The S&amp;P 500 and Nasdaq ended higher on Wednesday, driven by tech stock gains and a new U.S.-Vietnam trade deal. The Nasdaq saw strong performance, fueled by advances in Apple, Nvidia, and Tesla.â€¦ [+1369 chars]",2,2,1
382,2025-07-02T09:00:51Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Financial Advisory Partners LLC,"Financial Advisory Partners LLC lessened its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.5% during the 1st quarter, HoldingsChannel reports. The firm owned 23,019 shares of the iPhone makerâ€™â€¦ [+6069 chars]",1,1,1
383,2025-07-02T09:00:51Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Nixon Peabody Trust Co.,"Nixon Peabody Trust Co. lowered its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.1% during the first quarter, HoldingsChannel.com reports. The firm owned 268,012 shares of the iPhone makerâ€¦ [+5866 chars]",3,3,1
384,2025-07-02T09:00:51Z,"Wealth Alliance Advisory Group LLC Sells 4,918 Shares of Apple Inc. (NASDAQ:AAPL)","Wealth Alliance Advisory Group LLC lessened its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 9.3% in the 1st quarter, according to its most recent filing with the Securities &amp; â€¦ [+6715 chars]",1,1,1
387,2025-07-02T20:44:53Z,"US Stock Market today: S&P 500, Nasdaq close at record highs, Dow Jones falls. Nvidia, Apple, Tesla, Nike share price rise","US Stock Market indexes S&amp;P 500 and Nasdaq ended at fresh records on Wednesday after President Donald Trump announced a trade deal with Vietnam, offsetting weak hiring data. The two major indicesâ€¦ [+2632 chars]",0,4,0
389,2025-07-02T07:30:55Z,Analysts Set Apple Inc. (NASDAQ:AAPL) Target Price at $234.39,"Apple Inc. (NASDAQ:AAPL â€“ Get Free Report) has received an average rating of â€œModerate Buyâ€ from the thirty-three research firms that are currently covering the company, MarketBeat Ratings reports. Tâ€¦ [+6005 chars]",1,1,1
390,2025-07-02T20:13:35Z,Apple Watch Ultra 3 Launching Later This Year With Two Key Upgrades,"The long wait for an Apple Watch Ultra 3 appears to be nearly over, and it is rumored to feature both satellite connectivity and 5G support.
In his latest Power On newsletter, Bloomberg's Mark Gurmaâ€¦ [+1140 chars]",1,1,1
391,2025-07-02T09:00:51Z,Apple Inc. (NASDAQ:AAPL) is Teamwork Financial Advisors LLCâ€™s 2nd Largest Position,"Teamwork Financial Advisors LLC trimmed its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 19.5% during the 1st quarter, HoldingsChannel reports. The firm owned 205,089 shares of theâ€¦ [+6142 chars]",1,1,1
392,2025-07-02T16:37:58Z,"Tesla, Centene, Apple, Adobe, Rigetti Computing, Greenbrier, and More Stock Market Movers","{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why is Microsoft laying off 9,000 employees? { window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trumps Vietâ€¦ [+694 chars]",-2,2,-1
393,2025-07-02T09:25:34Z,"These Stocks Are Moving the Most Today: Tesla, Apple, Centene, JPMorgan, Constellation Brands, and More","{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Senate pass Trump's megabill narrowly? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump's tariffs deâ€¦ [+686 chars]",-2,2,-1
395,2025-07-02T08:45:16Z,Apple Watch Ultra 3 Rumors: Satellite Connectivity and Blood Pressure for Fall 2025 Launch,"Apple appears ready to deliver its most significant smartwatch update in years, with multiple industry analysts and credible reports suggesting the Apple Watch Ultra 3 could launch this September aloâ€¦ [+10366 chars]",1,5,0.2
396,2025-07-02T09:00:52Z,Cathy Pareto & Associates Inc. Has $8.54 Million Stake in Apple Inc. (NASDAQ:AAPL),"Cathy Pareto &amp; Associates Inc. lifted its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 9.1% during the 1st quarter, HoldingsChannel reports. The fund owned 38,451 shares of the iPhone maâ€¦ [+6011 chars]",1,1,1
397,2025-07-02T14:30:04Z,"iPhone Fold: Appleâ€™s Next Game-Changer Hits New Milestone, Report Says","Unlike Samsung, Motorola, OnePlus, Oppo, Honor and Google, Apple doesnt have a folding phone. A new report suggests that Apple reached an important stage in the development in June, with the Prototypâ€¦ [+2102 chars]",1,1,1
398,2025-07-02T10:35:39Z,Report: Apple's India Manufacturing Dream in Jeopardy Over Exodus of Chinese Workers,"Apple's effort to expand iPhone production in India has encountered a setback as Foxconn has recalled hundreds of Chinese engineers and technicians from its Indian factories, Bloomberg reports.
Accoâ€¦ [+2301 chars]",-2,2,-1
399,2025-07-02T07:11:00Z,"Apple Has Reportedly Halted Foldable iPad Development, Likely Due To Manufacturing Difficulties; Lack Of Sufficient Demand For Tablets And Potentially Expensive Price Also Leading Factors","The next step to expand Apples foldable product range after the iPhone would undoubtedly be the iPad. Unfortunately, a report states that there have been a series of problems for the company, which hâ€¦ [+2594 chars]",-1,5,-0.2
